Time since refrence of first frame,Checksum,Window Scaling factor,Calculated Window size value,Window size value,Capture Length,Next Sequence Number,Acknowledge Number,SRC PORT,SRC DEST,SRC IP,Dest IP,Offset,S.Address1,S.Address2,S.Address3,S.Address4,S.Address5,Adress1,Adress2,Adress3,Adress4,Adress5,Checksum 1,Irtt,Data,Labeled
94.225097,0x1431,4,64240,64240,66,0,0,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5928,0,x,0
94.225222,0x5d1c,1,64240,64240,66,1,0,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x3fa3,0.000168,x,0
94.225265,0x5ed0,4,64240,16060,54,1,1,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000168,x,0
94.226093,0x5b68,4,64240,64240,67,1,1,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xb4f4,0.000168, 414e4142494c47497c31320d0a,1
94.234997,0x1431,4,64224,16056,61,14,1,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5923,0.000168, 53487c3535360a,0
94.235562,0x5d1c,1,64224,16056,1514,14,8,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 43415053435245454e7c433a5c57494e444f57535c6a7067,0
94.23558,0x5ed0,4,64224,16056,683,14,1468,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b91,0.000168, 69eb2b0e955813402ddaa5c6e173620bd2a98279a7b6a0c3,0
94.235641,0x5b68,4,64240,64240,54,2097,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x7831,0.000168,x,0
94.235708,0x1431,4,64224,16056,1078,14,2097,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 2304d4d1cc1b1cd73df6af9aac5bdcfce003594a894a4744,0
94.235895,0x5d1c,1,64224,16056,1514,14,3121,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, cc52d2b0c787a5de074a8a97b5161a27e4ae45337b034f89,0
94.235902,0x5ed0,4,64224,16056,642,14,4581,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, d4e334431839dc4d67c778619b638e2ad3dc83f329ab707d,0
94.235954,0x5b68,4,64240,64240,54,5169,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6c31,0.000168,x,0
94.236002,0x1431,4,64224,16056,1078,14,5169,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, f3083511b7156a68562b2b54a31520b700d2f95e9473a158,0
94.236208,0x5d1c,1,64224,16056,1514,14,6193,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, dbe666b0a94d475348bb97ed4796b9ddc9a9259181c03502,0
94.236216,0x5ed0,4,64224,16056,642,14,7653,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, cc71763de9a4e68a4aa1066ac5b4e14fcc01aaf4b8e38a4d,0
94.236265,0x5b68,4,64240,64240,54,8241,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.236317,0x1431,4,64224,16056,1078,14,8241,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, d6a6625252d25020a28a298c28a314a05000b4ac076a369e,0
94.236505,0x5d1c,1,64224,16056,1514,14,9265,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 37f7a8fed09bfbd47b20f6afb173cd8bfe7a27fdf428f362,0
94.236512,0x5ed0,4,64224,16056,642,14,10725,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 7f7cfe547f684dfdf3f9552a3617b77d89cbc79e244ffbe8,0
94.236558,0x5b68,4,61168,61168,54,11313,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.236609,0x1431,4,64224,16056,1078,14,11313,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, d36692a588a6b9a70691ad141b973b8e7eb562d14abd52d2,0
94.236792,0x5d1c,1,64224,16056,1514,14,12337,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 13101520b056072471c0238f5ad09fc5685ae8dbdab20f2c,0
94.236798,0x5ed0,4,64224,16056,642,14,13797,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, db69629b78259ce415c1e3ef1ef8ac9b46f322d480e9f651,0
94.236858,0x5b68,4,58096,58096,54,14385,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.236896,0x5ed0,4,64224,16056,1078,14,14385,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 687b264d3d30bde9bbc5472cc1056766c772e24e54d4eb30,0
94.237075,0x5b68,1,64224,16056,1514,14,15409,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 3ef4123868951577a29c319546e200041ea39ad2d33528b5,0
94.23708,0x5ed0,4,64224,16056,642,14,16869,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, fc4d777451fdab89eebee0fa951ec709ff00087eafff003d,0
94.23723,0x5b68,4,55024,55024,54,17457,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.237246,0x5ed0,4,64224,16056,1078,14,17457,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 21fabffcf7b2ff00bedfff0089a3fe10fd5ffe7bd97fdf6f,0
94.237341,0x1431,1,64224,16056,1514,14,18481,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, f4f6ff00424fab7fe846ad89597a552d3ffe3c93ea7f99ab,0
94.237346,0x5b68,4,64224,16056,642,14,19941,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 49b17d65ff00bfcffe351cd88e091c1932aa48cccfe9fef5,0
94.237502,0x1431,4,51952,51952,54,20529,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.237517,0x5d1c,4,64224,16056,1078,14,20529,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, a29362facbff007f9ffc68d8beb2ff00dfe7ff001a005a29,0
94.237607,0x5ed0,1,64224,16056,1514,14,21553,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, c71932596a30e9da86aa9750de032dd2c8863b39a4565f26,0
94.237613,0x5b68,4,64224,16056,642,14,23013,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 0b038e00eaa6b52ebfe3d26ff71bf956117cc9302793fd63,0
94.237768,0x1431,1,48880,48880,54,23601,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.237782,0x5d1c,4,64224,16056,1078,14,23601,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 441271d3a47231efe98ae523d48456f2431dec2ab24be73b,0
94.237924,0x5ed0,4,64224,16056,1514,14,24625,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, b7ff009ef17fdf62a3b9b881ada50268c928400187a55adb,0
94.23793,0x1431,4,64224,16056,642,14,26085,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 2d15ef12e151e1134d203fb98d9994246cc141751f740c9c,0
94.238085,0x5b68,1,45808,45808,54,26673,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x6031,0.000168,x,0
94.238101,0x5ed0,4,64224,16056,1078,14,26673,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 7ab1cb7027ba1656912ef287cb562ec5555981dc2552429c,0
94.23819,0x1431,4,64224,16056,1514,14,27697,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 29f9db9e73d7b8e2a83cdf67d12397ed56f6bb624fdf5c0c,0
94.238195,0x5b68,4,64224,16056,642,14,29157,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, f8dd1661a12fd9a2ff00a07a7e51ff008d1f668bfe81e9f9,0
94.238279,0x5ed0,1,64240,64240,54,27697,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.238295,0x5d1c,4,64224,16056,1078,14,29745,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, fe11d97fe860d5ff00efa87ff8dd1ff08ecbff004306afff,0
94.238358,0x5ed0,4,61168,61168,54,30769,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.238375,0x5b68,4,64224,16056,1078,14,30769,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, a0ca9f4384233f42452e50b977749ff3eeff00f7da7ff154,0
94.238554,0x1431,1,64224,16056,1514,14,31793,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, fb4ffe2a8dd27fcfbbff00df69ff00c553e8a0066e93fe7d,0
94.238559,0x5b68,4,64224,16056,642,14,33253,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 00be451cc162e5450dbc50c93c9126d6b871248724ee6daa,0
94.23866,0x5ed0,4,58096,58096,54,33841,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.238675,0x1431,4,64224,16056,1078,14,33841,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 324f2449b5ae1c4921c93b9b6aae7db8551f851716f15d46,0
94.23882,0x5b68,1,64224,16056,1514,14,34865,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, ff00d05a9de4c1ff003ef0ff00dfb5ff000a51144a72b0c4,0
94.238825,0x5ed0,4,64224,16056,642,14,36325,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 9bff003c64ff00bff27ff1547f6169bff3c64ffbff0027ff,0
94.23893,0x1431,4,55024,55024,54,36913,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.238944,0x5b68,4,64224,16056,1078,14,36913,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, fd85a6ff00cf193feffc9ffc551fd85a6ffcf193feff00c9,0
94.239086,0x5ed0,1,64224,16056,1514,14,37937,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 940c7159b76d8766411db6786a93ec51ff00747e55690015,0
94.239092,0x5d1c,4,64224,16056,642,14,39397,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, cfec64d9a7397e72a47040a87cedabd7359cd74c7a5305c3,0
94.239244,0x5ed0,4,51952,51952,54,39985,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.239259,0x5b68,4,64224,16056,1078,14,39985,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 28a2800a28a2800a28a2800a28a2800a28a2800a28a2800a,0
94.239353,0x5ed0,4,64224,16056,1514,14,41009,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 8a2800a28a2800a28a2800a28a2800a28a2800a28a2800a2,0
94.239358,0x5b68,4,64224,16056,642,14,42469,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168,1.45E+47,0
94.239418,0x1431,4,48880,48880,54,43057,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.239454,0x1431,4,64224,16056,1078,14,43057,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 2800a28a2800a28a2800a28a2800a28a2800a28a2800a28a,0
94.239635,0x5b68,4,64224,16056,1514,14,44081,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 636122e54e6b29ca68b566519b4d93f81b35427b59e3cee5,0
94.239641,0x5ed0,1,64224,16056,642,14,45541,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 2cc0e698dcd34923a5160b97249654418351cb7cf241b1ba,0
94.239712,0x5ed0,4,45808,45808,54,46129,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.239737,0x5b68,1,64224,16056,1078,14,46129,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 2ca334fdf53668ab8cf2aa555c2e293752e695805a6363d2,0
94.239937,0x5ed0,4,64224,16056,1514,14,47153,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168,4.50E+47,0
94.239942,0x5b68,4,64224,16056,642,14,48613,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 5f4ffda46bd76bd9c4c9cd5393eb088e87daf5ff0020a28a,0
94.240125,0x1431,4,64224,16056,1514,14,49201,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 358c87e7da968240e0d26e15914231e2a232ed34aec3155a,0
94.24013,0x1431,1,64224,16056,642,14,50661,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, ed7c5569183720d40e3bd6aa17dc96ec69bed31fcbb6aaec,0
94.240313,0x5b68,4,64224,16056,1514,14,51249,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168,4.51E+47,0
94.24032,0x3030,4,64224,16056,642,14,52709,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, b15062b17442e0fccf8151ccd2ab607cc298b7431861fad3,0
94.240503,0x5ea3,1,64224,16056,1514,14,53297,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 00a28a2800a28a2800a28a2800a28a2800a28a2800a28a28,0
94.240508,0x302f,4,38640,38640,54,53297,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.24051,0x591c,4,64224,16056,642,14,54757,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, a5fbf9fabfcc85b15d9076a681cd582833c668d8a7b9ac79,0
94.240576,0x5925,1,36592,36592,54,55345,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.240607,0x8fa8,4,64224,16056,1078,14,55345,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 28a2800a28a2800a28a2800a28a2800a28a2800a28a2800a,0
94.240785,0x591c,4,64224,16056,1514,14,56369,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 6e11a91431e09cd3014a67b7eb48508e8a0528471d8e290a,0
94.240791,0x5928,4,64224,16056,642,14,57829,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 514514005145140051451400560f8dff00e456bdfa27fe8c,0
94.240852,0x591c,4,33520,33520,54,58417,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.240998,0x5816,4,64224,16056,1078,14,58417,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 00be17ff008aa3fb587fcfadc7fdf0bffc5517034a8acdfe,0
94.241034,0x5923,1,64224,16056,1514,14,59441,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, fadc7fdf0bff00c551740695159bfdac3fe7d6e3fef85ffe,0
94.241104,0x5ed0,4,31036,31036,54,60901,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.241263,0x5b91,4,64224,16056,642,14,60901,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 7828de990541e98e3a638af5f1519354ecbecc4ce934b9af,0
94.241299,0x1b53,1,64224,16056,1514,14,61489,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, c4629ecde6326c6472ead18c6c3f7461fa124f6e31cc2f7f,0
94.241351,0x5d1c,4,28988,28988,54,62949,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.241366,0x5ed0,4,64224,16056,642,14,62949,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, ed7feffaff008d1fdb3a7ffcff00daff00dff5ff001a3d95,0
94.24152,0x5b68,1,64224,16056,1514,14,63537,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, f3ff006bff007fd7fc68f6553f95fdc1cf1ee697147159bf,0
94.241526,0x0f53,4,64224,16056,1078,14,64997,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, f3d5ff003a933c519152f1b88fe761ece3d88cc78e3cd933,0
94.241584,0x5d1c,4,64224,16056,1514,14,66021,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 87f855955c53b6e452fed0c4ff003b17247b153fb3e3ff00,0
94.24159,0x5ed0,4,64224,16056,642,14,67481,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 3f30f7028f33e5231d69582c3b783fc34ec71d2a22fd0015,0
94.241651,0x5b68,4,23868,23868,54,68069,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.241771,0x0353,4,64224,16056,642,14,68069,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 03483423b0fc29331153eb54479c490053b6caa4641a5c9e,0
94.241813,0x5d1c,4,64224,16056,1514,14,68657,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 871405b5b8f9725e937b49d25005526819c81e6fe9486dc0,0
94.241868,0x5ed0,4,21820,21820,54,70117,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.241881,0x5b68,1,64224,16056,642,14,70117,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 77b8a8f66067b7bd2607a0a7b80fdc477a3771cb53401d78,0
94.241893,0x0353,1,64224,16056,1514,14,70705,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, a94925778538a882a83eb5279c76ecc9dbe943402396f2c9,0
94.241953,0x5d1c,4,19772,19772,54,72165,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.241966,0x5ed0,4,64224,16056,642,14,72165,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, a680782c682093c9a147cb49d383400d77c714f4271cd2c4,0
94.242148,0x5b68,4,64224,16056,1514,14,72753,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 97ed42afad3769c93400f463ce453647c1a6e4f6a701b873,0
94.242155,0x0353,4,64224,16056,1078,14,74213,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000168, 9a67435204bbf238a42dc5371f2d18f90530114f5a61980c,0
94.242212,0x5d1c,4,64224,16056,1514,14,75237,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, e6985b22aae0323c8393472cc48a91718a92309ce7814ae0,0
94.242217,0x5ed0,4,64224,16056,642,14,76697,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 6e1b771458094b73c534c849e38a4553939a5dbcd1a002b9,0
94.242273,0x5b68,1,64224,16056,1514,14,77285,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 630314e033ed4e183d0507d05000011c8a0aee1e94b8f94d,0
94.242278,0x0353,1,64224,16056,642,14,78745,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 22e3b538e29dc0683ce29e05372052efa770176f14d50734,0
94.242317,0x5d1c,4,14652,14652,54,77285,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.24238,0x5ed0,1,12604,12604,54,79333,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.24251,0x5b68,4,64224,16056,642,14,79333,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, a2706ac63e5c50c8318a49815a2396c53de32d4e58829245,0
94.242545,0x0353,1,64224,16056,1514,14,79921,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, 18e69dc06200181a7920938a553b680695c08dc669bb054b,0
94.242599,0x5d1c,4,64224,16056,1514,14,81381,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, d0874b7147fa0ffcfb8a7fd9153f983eb2bb1900e5e9189d,0
94.242604,0x5ed0,4,64224,16056,642,14,82841,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 771cd043079e1a3ced643fc4483c63d3be6a1d2eeeded223,0
94.24266,0x5b68,1,64224,16056,1514,14,83429,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000168, c64755504332e371383f74fe47b0cd362b9805a2c335bb48,0
94.242668,0x0353,1,64224,16056,642,14,84889,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 8c5017198a314fc518a02e3314629f8a31405c6628c53f14,0
94.242684,0x5d1c,4,8508,8508,54,83429,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.242754,0x5ed0,4,6460,6460,54,85477,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1431,0.000168,x,0
94.242768,0x5b68,1,64224,16056,642,14,85477,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000168, 449c903dd8f5e957ede59e19ac2687ecf245184f36379210,0
94.247907,0x0353,4,64240,64240,54,86065,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x3030,0.000168,x,0
94.247925,0x5d1c,4,64224,16056,1469,14,86065,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ea3,0.000168, fb487f747e668fed21fdd1451473b17220fed21fdd147f69,0
94.298032,0x5ed0,4,62825,62825,54,87480,14,4433,6645,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x302f,0.000168,x,0
94.298092,0x5b68,1,64224,16056,54,15,87480,6645,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000168,x,0
100.033416,0x0353,4,64184,16046,63,54,246,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5925,0.000138, 4241474c494d493f0a,0
100.186205,0x5d1c,4,63986,63986,54,255,54,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x8fa8,0.000138,x,0
104.03062,0x5ed0,4,63986,63986,67,255,54,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xeb23,0.000138, 43415053435245454e36300d0a,0
104.235421,0x5b68,1,64172,16043,54,67,255,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000138,x,0
104.238408,0x5d1c,4,64240,64240,66,0,0,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5928,0,x,0
104.238522,0x5ed0,4,64240,64240,66,1,0,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xe2c4,0.000156,x,0
104.238564,0x5b68,4,64240,16060,54,1,1,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000156,x,0
104.239326,0x5d1c,1,64240,64240,67,1,1,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x5816,0.000156, 414e4142494c47497c31320d0a,1
104.248588,0x5ed0,4,64224,16056,61,14,1,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5923,0.000156, 53487c3535360a,0
104.249028,0x5b68,4,64224,16056,1514,14,8,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 43415053435245454e7c433a5c57494e444f57535c6a7067,0
104.249035,0x5d1c,4,64224,16056,683,14,1468,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b91,0.000156, 69eb2b0e955813402ddaa5c6e173620bd2a98279a7b6a0c3,0
104.249098,0x5ed0,1,64240,64240,54,2097,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b53,0.000156,x,0
104.249138,0x5b68,4,64224,16056,1078,14,2097,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 2304d4d1cc1b1cd73df6af9aac5bdcfce003594a894a4744,0
104.249324,0x5d1c,4,64224,16056,1514,14,3121,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, cc52d2b0c787a5de074a8a97b5161a27e4ae45337b034f89,0
104.24933,0x5ed0,4,64224,16056,642,14,4581,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, d4e334431839dc4d67c778619b638e2ad3dc83f329ab707d,0
104.249405,0x5b68,1,64240,64240,54,5169,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0f53,0.000156,x,0
104.249444,0x5d1c,4,64224,16056,1078,14,5169,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, f3083511b7156a68562b2b54a31520b700d2f95e9473a158,0
104.249627,0x5ed0,4,64224,16056,1514,14,6193,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, dbe666b0a94d475348bb97ed4796b9ddc9a9259181c03502,0
