Time since refrence of first frame,Checksum,Window Scaling factor,Calculated Window size value,Window size value,Capture Length,Next Sequence Number,Acknowledge Number,SRC PORT,SRC DEST,SRC IP,Dest IP,Offset,S.Address1,S.Address2,S.Address3,S.Address4,S.Address5,Adress1,Adress2,Adress3,Adress4,Adress5,Checksum 1,Irtt,Data,Labeled
104.249634,0x5b68,4,64224,16056,642,14,7653,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, cc71763de9a4e68a4aa1066ac5b4e14fcc01aaf4b8e38a4d,0
104.249695,0x5d1c,1,64240,64240,54,8241,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.249739,0x5ed0,4,64224,16056,1078,14,8241,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, d6a6625252d25020a28a298c28a314a05000b4ac076a369e,0
104.249924,0x5d1c,4,64224,16056,1514,14,9265,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 37f7a8fed09bfbd47b20f6afb173cd8bfe7a27fdf428f362,0
104.249933,0x5ed0,4,64224,16056,642,14,10725,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 7f7cfe547f684dfdf3f9552a3617b77d89cbc79e244ffbe8,0
104.249988,0x5b68,1,61168,61168,54,11313,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.25003,0x5b68,4,64224,16056,1078,14,11313,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, d36692a588a6b9a70691ad141b973b8e7eb562d14abd52d2,0
104.250208,0x5ed0,4,64224,16056,1514,14,12337,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 13101520b056072471c0238f5ad09fc5685ae8dbdab20f2c,0
104.250214,0x5d1c,4,64224,16056,642,14,13797,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, db69629b78259ce415c1e3ef1ef8ac9b46f322d480e9f651,0
104.250277,0x5ed0,1,58096,58096,54,14385,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.250309,0x5b68,4,64224,16056,1078,14,14385,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 687b264d3d30bde9bbc5472cc1056766c772e24e54d4eb30,0
104.250507,0x5b68,4,64224,16056,1514,14,15409,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 3ef4123868951577a29c319546e200041ea39ad2d33528b5,0
104.250513,0x5ed0,4,64224,16056,642,14,16869,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, fc4d777451fdab89eebee0fa951ec709ff00087eafff003d,0
104.250576,0x5ed0,1,55024,55024,54,17457,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.250609,0x5b68,4,64224,16056,1078,14,17457,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 21fabffcf7b2ff00bedfff0089a3fe10fd5ffe7bd97fdf6f,0
104.250786,0x5b68,4,64224,16056,1514,14,18481,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, f4f6ff00424fab7fe846ad89597a552d3ffe3c93ea7f99ab,0
104.250792,0x5ed0,4,64224,16056,642,14,19941,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 49b17d65ff00bfcffe351cd88e091c1932aa48cccfe9fef5,0
104.25089,0x5d1c,1,51952,51952,54,20529,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.250906,0x5ed0,4,64224,16056,1078,14,20529,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, a29362facbff007f9ffc68d8beb2ff00dfe7ff001a005a29,0
104.251054,0x5b68,4,64224,16056,1514,14,21553,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, c71932596a30e9da86aa9750de032dd2c8863b39a4565f26,0
104.251059,0x5ed0,4,64224,16056,642,14,23013,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, acee6093cc8a61189029da54e54f5f959bf1c1ae65f4e3a5,0
104.251207,0x5b68,1,48880,48880,54,23601,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.251222,0x5b68,1,64224,16056,1078,14,23601,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, c4ab9e24bf16fa55a5a0be9ace4b8b7b558e74b911888190,0
104.251347,0x5ed0,4,64224,16056,1514,14,24625,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, fe7bc5ff007d8a3ed36fff003de2ff00bec54db6ff00fbb0,0
104.251352,0x5ed0,4,64224,16056,642,14,26085,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 38c91d3850a00f601401d4f1c92724cd5e9d18b8c1459e64,0
104.251421,0x5b68,4,45808,45808,54,26673,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.251451,0x5ed0,1,64224,16056,1078,14,26673,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, ef313d318ec7fce78cf4ba82bb42bb14b10f9200cf63596f,0
104.251629,0x5b68,4,64224,16056,1514,14,27697,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, e35b3c9111fbf222773230000de4a83b80190e460808e7a6,0
104.251635,0x5b68,4,64224,16056,642,14,29157,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, f8d45ff08ecbff004306afff007d43ff00c6e8ff0084765f,0
104.251783,0x5ed0,4,42736,42736,54,29745,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x0353,0.000156,x,0
104.251798,0x5d1c,1,64224,16056,1078,14,29745,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, e9f947fe3542f749b9b6d822d4fc4176ef93b2136e300752,0
104.251894,0x5ed0,4,64224,16056,1514,14,30769,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, a3fe11d97fe860d5ff00efa87ff8dd3b31684de531e0c772,0
104.251899,0x5b68,4,64224,16056,642,14,32229,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, f333abf04bd0f3dd33fe3c23ff00817f3356b15574cff8f0,0
104.251975,0x5b68,4,64240,64240,54,30769,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.25205,0x5ed0,1,62192,62192,54,32817,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.252063,0x5ed0,4,64224,16056,1078,14,32817,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, ca78f4201a8379f45ffbe451bcfa2ffdf229f3058b951436,0
104.252162,0x5b68,4,64224,16056,1514,14,33841,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 00df228e60b13c36f14324f2449b5ae1c4921c93b9b6aae7,0
104.252167,0x5ed0,4,64224,16056,642,14,35301,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 190735456e882318152b4f2360890d73cd49ec69168d38ed,0
104.252317,0x5b68,1,59120,59120,54,35889,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.252332,0x5b68,4,64224,16056,1078,14,35889,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 46c2366c9f2994bb39db900a88e6f94139f2b8fbcb979d66,0
104.252441,0x599d,4,64224,16056,1514,14,36913,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, f8aad2a28b019bfd85a6ff00cf193feffc9ffc551fd85a6f,0
104.252446,0x591c,4,64224,16056,642,14,38373,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 51467765947c0ebcd4f0dd9438354514a9a90062d5328a2d,0
104.252599,0x5925,1,56048,56048,54,38961,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.252614,0x8f9b,4,64224,16056,1078,14,38961,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, fa65c32a6dd6750491576bc83ca2641924654a1504648ca8,0
104.252706,0x5928,4,64224,16056,1514,14,39985,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 2800a28a2800a28a2800a28a2800a28a2800a28a2800a28a,0
104.252712,0x591c,4,64224,16056,642,14,41445,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 83e37ff915af7e89ff00a316b7ab07c6ff00f22b5efd13ff,0
104.252852,0x025b,1,52976,52976,54,42033,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.252867,0x591c,4,64224,16056,1078,14,42033,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 00f4235b50cb9eb5cf78791bfb22ddb69db96e71fed1ade8,0
104.252973,0x77ac,4,64224,16056,1514,14,43057,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 8f999796f1f3c9a996f3deb2f2680c4543a498f9d9aed743,0
104.252979,0x5923,1,64224,16056,642,14,44517,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156,1.45E+45,0
104.253056,0x5ed0,4,49904,49904,54,45105,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.253076,0x5b91,4,64224,16056,1078,14,45105,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 00a28a2800a28a2800a28a2800a28a2800a28a2800a28a28,0
104.253254,0x3ae9,4,64224,16056,1514,14,46129,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 5a904841a47c356680ae643de9a7e6e869eea334a918f5ad,0
104.25326,0x5d1c,4,64224,16056,642,14,47589,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 8958543a698d4cd613e3ad48b303d0d64ace71cd3d6e7159,0
104.253309,0x5ed0,4,46832,46832,54,48177,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.253356,0x5b68,1,64224,16056,1078,14,48177,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, ff00d0cd6a639c57ad2dd9c82514f446738452df4a99ac6e,0
104.253555,0x2ee9,4,64224,16056,1514,14,49201,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 6aab7b8a50b18e1a9775365c7987b5276e0d742575733b8e,0
104.253561,0x5d1c,4,64224,16056,1078,14,50661,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 9a9441228ced38a1d815c7800be3b53a4b618dcb9a441b48,0
104.253718,0x5ed0,4,43324,43324,54,51685,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.253719,0x5b68,4,64224,16056,1514,14,51685,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 56bca40385143ab6e83e43196dddc6438a47b695464f4ad3,0
104.253726,0x22e9,1,64224,16056,642,14,53145,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156,4.01E+47,0
104.253787,0x5d1c,1,41276,41276,54,53733,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.253801,0x5ed0,4,64224,16056,642,14,53733,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, f289a6acd24abc478a80efdb933e57d29a7cde36cd851ed4,0
104.253954,0x5b68,4,64224,16056,1514,14,54321,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 9c527cb45d81219589c6722937f7a66168f96ad5592d9812,0
104.25396,0x22e9,4,64224,16056,1078,14,55781,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 4238028b8085714dc1341438e5883404c7f131a2e01b4ff7,0
104.254014,0x5d1c,4,64224,16056,1514,14,56805,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 28a0028a28a0028a28a0028a28a0028a28a0028a28a0028a,0
104.25402,0x5ed0,4,64224,16056,642,14,58265,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 864b8ae8b22c9bcc7c70b4e0e48eb835006ec5b34a362f4c,0
104.254123,0x5b68,4,36156,36156,54,58853,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.254199,0x22e9,4,64224,16056,642,14,58853,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 0a4dc7b0a7701843e7208147ef491f3014fdc7de83f8d1cc,0
104.254234,0x5d1c,1,64224,16056,1514,14,59441,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 547f6b0ff9f5b8ff00be17ff008aa2e80d2a2b37fb587fcf,0
104.254288,0x5ed0,4,64224,16056,1514,14,60901,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, c2ff00f1547f6b0ff9f5b8ff00be17ff008aa2e80d2a2b37,0
104.254295,0x5b68,4,64224,16056,642,14,62361,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, ff00bfebfe34bd954fe57f7073c7b9a5c51c566ff6ce9fff,0
104.254296,0x22e9,4,34108,34108,54,60901,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.254356,0x5d1c,4,32060,32060,54,62949,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.254372,0x5ed0,4,64224,16056,642,14,62949,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, cf1ee697147159bfdb3a7ffcff00daff00dff5ff001a3fb6,0
104.254582,0x5b68,4,64224,16056,1514,14,63537,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, ff006bff007fd7fc68fed9d3ff00e7fed7feff00aff8d1ec,0
104.254587,0x22e9,1,64224,16056,1078,14,64997,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, 734f9045cf347ad01d7d45541bfbd28201e4d1c805c041ee,0
104.254641,0x5d1c,1,64224,16056,1514,14,66021,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 3c13465379e78a5f5ec4ff003b0e48f6201092322497f3a4,0
104.254646,0x5ed0,4,64224,16056,642,14,67481,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, f7d0ff000ab2f2f61fca9a242179a3ebf89fe761ece3d883,0
104.254701,0x5b68,4,64224,16056,1514,14,68069,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, f77268b05871c9e94a4e474a4f3303a531a62bd3bd4d842a,0
104.254706,0x22e9,4,64224,16056,642,14,69529,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 313b641f4a68b4b719f978fad2c56d0c6d9080fd69da2058,0
104.254789,0x5d1c,4,24892,24892,54,70117,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.254966,0x5ed0,4,64224,16056,642,14,70117,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 9aacacc49ee697763ef0a7cba013fda1b27b0a1a5070db8e,0
104.255002,0x5b68,1,64224,16056,1514,14,70705,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, a51026ee829fb7de931e869733ee2b8ab0444f3c52ed407e,0
104.255057,0x22e9,4,64224,16056,1514,14,72165,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, a011ed4c523b0a5dc076a0071f5a407069a64f6a03fb52b3,0
104.255062,0x5d1c,4,64224,16056,642,14,73625,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, b1229c6360718e7d287a00c3ec6979c5298187cc7bf6a528,0
104.255118,0x5ed0,4,64224,16056,1514,14,74213,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 50453b302d94c0e581348233d8546cc5d98e3a9e82991798,0
104.255123,0x5b68,4,64224,16056,642,14,75673,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 523cb90f8fad3dd1d49cb66a5181c0a5e01e79a1b02bac4c,0
104.255131,0x22e9,4,20796,20796,54,74213,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.255206,0x5d1c,4,18748,18748,54,76261,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.255221,0x5ed0,1,64224,16056,642,14,76261,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, ca5000c8a8d24ca9a00b0b260fd290cb96e95003c74a5e68,0
104.255423,0x5b68,4,64224,16056,1514,14,76849,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 2e401cd420b74148dbf1c5160260463e6a0be70319a89724,0
104.255428,0x5d1c,1,64224,16056,1078,14,78309,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000156, bb0d8a72a1c6eed518c93922a40cc171d47a5300cd213cf1,0
104.255482,0x5d1c,4,64224,16056,1514,14,79333,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, b8e7814ae004e0f148c70c314a1723278a45e64c5003875a,0
104.255487,0x5ed0,1,64224,16056,642,14,80793,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 8b8aecbfb3749ff9e0bf90a3fb334acffaa1fa53b0bdaa39,0
104.255572,0x5b68,4,13628,13628,54,81381,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.255587,0x5d1c,4,64224,16056,642,14,81381,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, a02735a9f68b4ff9f23f98a3ed169ff3e47f3147f654ff00,0
104.257402,0x5ed0,1,64224,16056,1514,14,81969,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, cd4807ad6a7fa17fcfb8a5cd9ffcf014bfb1ea7f307d6576,0
104.25746,0x5b68,1,64224,16056,1514,14,83429,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, ff0030ff00b423fcac9e1988b28803d147f2a92de6024cb0,0
104.257465,0x5d1c,4,64224,16056,642,14,84889,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 0a4c4acad8623a3131a9e0632f21ef50aea36f6da74d6569,0
104.257519,0x5ed0,4,64224,16056,1514,14,85477,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000156, 8c5017198a314fc518a02e3314629f8a31405c6628c53f14,0
104.257524,0x5b68,1,64224,16056,642,14,86937,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, fee8fccd1451cec39107f690fee8fccd1fda43fba3f33451,0
104.257597,0x5d1c,4,7484,7484,54,87525,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xab52,0.000156,x,0
104.257614,0x5ed0,4,64224,16056,642,14,87525,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000156, 2a28a3da30e441f698fdff002a3ed31fbfe545147b461c88,0
104.260783,0x5b68,4,64240,64240,54,88113,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xcb51,0.000156,x,0
104.262406,0x5d1c,1,64224,16056,183,14,88113,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x599d,0.000156, 3edb0fa9fca8a28b07b1887db61f53f951f6d87d4fe54514,0
104.310132,0x5ed0,4,64111,64111,54,88242,14,4433,6646,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xcb50,0.000156,x,0
104.310189,0x5b68,4,64224,16056,54,15,88242,6646,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000156,x,0
110.032939,0x5d1c,4,64172,16043,63,67,255,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5925,0.000138, 4241474c494d493f0a,0
110.248778,0x5ed0,1,63977,63977,54,264,67,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x8f9b,0.000138,x,0
114.030119,0x5b68,4,63977,63977,67,264,67,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xeb16,0.000138, 43415053435245454e36300d0a,0
114.238812,0x5d1c,4,64240,64240,66,0,0,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5928,0,x,0
114.238963,0x5ed0,4,64160,16040,54,80,264,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000138,x,0
114.239026,0x5b68,1,64240,64240,66,1,0,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x025b,0.000254,x,0
114.239066,0x5d1c,4,64240,16060,54,1,1,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000254,x,0
114.239865,0x5ed0,4,64240,64240,67,1,1,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x77ac,0.000254, 414e4142494c47497c31320d0a,1
114.249164,0x5b68,4,64224,16056,61,14,1,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5923,0.000254, 53487c3535360a,0
114.2496,0x5d1c,1,64224,16056,1514,14,8,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000254, 43415053435245454e7c433a5c57494e444f57535c6a7067,0
114.249607,0x5ed0,4,64224,16056,683,14,1468,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b91,0.000254, 69eb2b0e955813402ddaa5c6e173620bd2a98279a7b6a0c3,0
114.249671,0x5b68,4,64240,64240,54,2097,14,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x3ae9,0.000254,x,0
114.24971,0x5d1c,4,64224,16056,1078,14,2097,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000254, 2304d4d1cc1b1cd73df6af9aac5bdcfce003594a894a4744,0
114.250027,0x5ed0,1,64224,16056,1514,14,3121,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000254, cc52d2b0c787a5de074a8a97b5161a27e4ae45337b034f89,0
114.250034,0x5b68,4,64224,16056,642,14,4581,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000254, d4e334431839dc4d67c778619b638e2ad3dc83f329ab707d,0
114.250096,0x5d1c,4,64240,64240,54,5169,14,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x2ee9,0.000254,x,0
114.250134,0x5ed0,4,64224,16056,1078,14,5169,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000254, f3083511b7156a68562b2b54a31520b700d2f95e9473a158,0
114.250317,0x5b68,1,64224,16056,1514,14,6193,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000254, dbe666b0a94d475348bb97ed4796b9ddc9a9259181c03502,0
114.250325,0x5d1c,4,64224,16056,642,14,7653,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000254, cc71763de9a4e68a4aa1066ac5b4e14fcc01aaf4b8e38a4d,0
114.250382,0x5ed0,4,64240,64240,54,8241,14,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x22e9,0.000254,x,0
114.250424,0x5b68,4,64224,16056,1078,14,8241,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000254, d6a6625252d25020a28a298c28a314a05000b4ac076a369e,0
114.250607,0x5d1c,1,64224,16056,1514,14,9265,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000254, 63091de9320f152b460f22ab382a69c50315d45569538e2a,0
114.250613,0x5ed0,4,64224,16056,642,14,10725,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000254, 2e28c5310945145030a28a280101c1cd5986e4a38cf4aaf4,0
114.250671,0x5b68,4,61168,61168,54,11313,14,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x22e9,0.000254,x,0
114.25071,0x5d1c,4,64224,16056,1078,14,11313,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000254, da013d771151497a1ade4d9752f95e5cead04bbb7ccec5f6,0
114.250889,0x5ed0,1,64224,16056,1514,14,12337,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000254, e5caf5e6ba940cb98bf1b06a64c1c1c8154d269091f37156,0
114.250894,0x5b68,4,64224,16056,642,14,13797,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000254, 4b4ac172407de9e18d440d2eea561a64dba9c1eabeea706a,0
114.251002,0x5d1c,4,58096,58096,54,14385,14,4433,6647,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x22e9,0.000254,x,0
114.251019,0x5ed0,4,64224,16056,1078,14,14385,6647,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000254, 59cffa441271d3a47231efe98ae523d48456f2431dec2ab2,0
